1146-609X,A3
1509-409X,B1
0284-186X,A3
2027-7822,B4
1755-375X,A2
0001-6454,A4
1745-3674,A1
1413-7852,B3
0001-6489,A4
0392-100X,A4
2173-5735,B4
0001-6519,B2
0803-5253,A2
0567-7920,A2
1230-2821,B3
0103-2100,A3
0001-6640,B1
1330-0075,A4
2211-3835,A1
1671-4083,A2
0587-4246,B1
0587-4254,B1
0137-5881,A3
1861-1664,A3
1748-1716,A1
0231-424X,B4
0185-3082,A4
2448-735X,A4
0001-6837,B1
1210-2709,B1
1785-8860,B1
0065-1583,A3
0001-6896,A2
0001-690X,A2
0001-6918,A3
2469-6676,B4
0284-1851,A4
0303-464X,B3
2317-8957,B3
1679-9216,B1
1678-0345,B1
1644-0730,A4
1679-9275,A4
1806-2636,B2
1807-863X,B1
2178-5201,A2
1679-9291,B2
1679-7361,B4
1983-4675,B1
1806-2563,B2
0102-4264,B3
0186-6028,A1
0001-6993,A2
0001-7019,B3
1982-422X,B3
0327-9286,A4
1851-3743,A4
0001-706X,A1
0001-7132,B2
0567-8315,A4
1981-5484,B2
0001-7213,B1
1751-0147,A2
0001-723X,B3
0001-7272,A4
0065-1737,B4
1463-6395,A4
1850-2032,B3
0001-7310,B2
1139-9287,A2
1578-2735,A2
0210-4806,B2
0335-5322,A1
2270-4957,A1
2525-8923,A3
1545-4517,A2
2519-7355,B4
0304-3584,B4
2215-3535,A4
1409-4703,A2
0120-1700,A4
1778-4034,B3
1669-8975,B4
2076-0825,B2
0718-0179,B2
0360-1293,B3
0964-5284,A2
1983-442X,B4
1610-1928,A3
1570-8705,A2
2325-0496,B2
0736-5829,A2
1543-2777,A2
0965-2140,A1
1355-6215,A1
1606-6359,A2
1940-0640,A1
0306-4603,A1
2352-8532,B1
1866-6116,A4
1551-9899,B1
1518-9929,A4
1692-0279,B1
2316-7548,B4
2175-5787,A4
2177-6083,A3
2500-5227,B4
1015-4833,A3
0894-587X,A1
1005-0078,B1
0001-8392,A1
2076-3387,B1
0751-7696,B1
2177-5281,B4
1679-9941,B4
0929-5607,A2
0263-6174,B1
0342-7633,B4
2119-0275,B1
2199-160X,A2
1474-0346,A1
1438-1656,A1
1616-301X,A1
2192-2659,A1
1521-4095,A1
0935-9648,A1
2196-7350,A2
1841-4311,A4
1536-1365,A2
2195-1071,A1
2251-7308,A3
0921-8831,A2
0169-1864,A4
2164-6627,B2
1615-4150,A1
0974-6803,B4
0065-2113,A1
2307-8316,B3
2040-4700,B4
2163-9353,A3
1743-6753,A4
0188-7009,B3
2070-0733,B1
0001-8678,A4
2165-4336,B3
2162-2191,A3
2212-4926,A1
2156-8502,B1
1864-8258,A1
1864-8266,A1
0951-7197,A4
2160-0392,B2
1548-5595,A2
1687-8094,A4
1687-8086,A4
0065-2423,A1
0001-8686,A1
0219-5259,B3
1019-7168,A3
2287-5301,B1
1687-8108,B2
0098-9258,A3
1862-5347,A4
2424-9238,B4
0895-9374,A1
1544-0737,A1
1523-4223,A2
1079-9389,A1
2255-2863,B3
0065-2504,A1
1582-7445,A4
0965-9978,A1
1093-0191,B3
0065-2598,A4
1529-2126,A3
1615-715X,A4
1382-4996,A1
1687-7357,B1
2327-0446,B3
0394-6169,B2
1687-5893,B1
2194-5357,B3
1474-7979,A3
2161-6825,B4
0938-5495,B1
2095-3127,A3
0065-2881,A2
1687-8434,A3
1687-9120,B3
1343-4373,B2
0001-8708,A1
1930-5346,B1
1930-5338,B1
1687-8140,B1
1179-7258,A3
1898-4002,A1
1687-9309,A4
2165-3402,B2
2165-3410,B2
2287-237X,A4
1536-0903,A3
2156-5376,A1
1687-6407,B2
1943-8206,A1
1879-808X,B3
0065-308X,A1
1687-6334,A2
2164-0408,B4
1043-4046,A3
1098-2329,A3
0730-6679,A3
1876-1623,B1
2348-0394,B3
1983-8611,A2
1527-7941,A3
2055-0286,B3
0273-1177,A3
1369-4332,A4
1095-0761,A1
0741-238X,A2
1687-5915,B1
1687-6369,B2
0309-1708,A1
2162-1934,A1
1808-883X,A4
1518-3769,B3
2177-3416,B2
1984-5634,A3
1875-9637,A2
0001-9054,B1
0393-5965,A2
0001-9240,A4
1680-8584,A2
0278-6826,A3
1270-9638,A1
0364-216X,A4
1090-820X,A2
1434-8411,A2
0123-8884,B2
0001-9704,B3
2525-3441,B2
1021-3589,B1
1681-5556,B2
1993-3738,B4
3519-3824,B3
1554-3897,B4
2040-0705,A4
1996-0794,B2
2225-2002,B1
1996-0824,B2
1022-0119,A3
0002-0184,A2
0002-0206,A1
0874-2375,A4
1012-9405,B4
0002-0591,A2
1130-3557,B3
1723-0284,A4
2069-1025,B2
0161-9152,A2
0002-0729,A1
0144-686X,A1
0163-5158,A3
1568-1637,A1
2318-8499,A2
1981-9862,B2
0096-140X,A1
1360-7863,A1
1945-4589,A1
2152-5250,A1
1474-9718,A1
1720-8319,A4
1368-5538,A3
1516-1498,A2
0874-5498,A1
0104-7507,B1
1414-0454,B2
1982-999X,B4
1679-5385,B4
0103-3557,B2
1984-252X,B4
2277-9760,A2
2352-2151,B2
1807-1570,B4
1414-0810,B2
1461-9555,A2
0002-161X,B4
2471-6774,B2
0308-521X,A1
0378-3774,A1
2077-0472,A2
2048-7010,A3
2452-316X,B2
0167-8809,A1
1166-7699,B1
1804-1930,A3
1982-8470,B4
1316-0354,A4
0100-4298,B4
0002-1857,B1
1405-3195,B2
1510-0839,B4
1989-4686,B2
2168-3565,A3
2168-3573,A3
1572-9680,A3
0120-9965,B3
2357-3732,B3
2073-4395,A2
1774-0746,A1
0002-1962,A2
1406-894X,A4
2525-877X,B4
1678-7471,B4
2340-7743,A3
2340-8472,A3
2179-9784,B2
0951-5666,A2
0921-7126,B3
0001-1452,A1
0001-1541,A1
1121-0095,B4
0269-9370,A1
1573-3254,A1
0954-0121,A2
1087-2914,A1
0889-2229,A4
1461-0213,A2
2471-2086,B1
2375-1495,B3
2333-8334,B2
2372-0352,B4
2372-0484,B3
2373-7972,B3
2158-3226,A4
0094-243X,B4
1555-385X,B2
1873-9326,A2
1873-9318,A2
1178-6221,B1
2009-3160,A3
2150-7740,A3
0364-0094,A2
0101-8027,B1
1517-5367,B4
2351-8189,B3
2318-3179,B3
2171-9624,B1
1983-9472,B3
2526-7280,B3
1413-2591,A3
2175-7402,B1
0311-5518,B1
0741-8329,A3
0735-0414,A1
0145-6008,A2
1980-0436,A4
1807-0299,A1
1517-106X,A1
1983-2087,B4
1413-0394,A3
2317-2096,A4
1982-5153,A3
1981-5794,A1
0213-1854,B3
1226-2617,A2
2211-9264,A1
1937-0652,A1
1726-3255,B4
0002-5232,B1
1005-3867,B2
0002-5240,A4
1472-2739,A3
1386-923X,A3
2158-5571,A4
0178-4617,A3
1432-0541,A3
1999-4893,A4
1748-7188,A2
0269-2813,A1
1365-2036,A1
0971-4693,B2
0974-1240,B2
0301-0546,B3
1440-1592,A3
0105-4538,A1
1088-5412,A4
2092-7355,A2
1710-1492,B1
2182-7265,B3
2236-4633,A1
2526-8066,B3
2359-6651,B1
1982-5617,B4
1981-5433,B3
2036-5195,A2
1737-6432,B1
2447-9837,B1
1390-325X,A2
1405-339X,B2
1078-6791,B2
1026-2253,B2
1868-596X,A1
1923-919X,B4
1120-0413,B3
2318-4817,B4
2318-3985,B1
0753-4973,B3
0893-0341,A1
1552-5260,A1
2352-8737,A2
1758-9193,A1
2406-1654,B1
0084-5841,B3
2595-8909,B4
2317-5125,A2
1809-4058,B3
2322-6307,B3
1984-6215,A2
1517-3127,B2
2191-0855,A4
1808-0251,B2
1887-2417,B3
2386-4362,B3
1413-8638,B2
1809-4422,A1
1678-8621,A3
1415-8876,A3
0121-7607,B2
0044-7447,A1
1988-5733,A2
1139-1979,A2
2318-3888,B2
0002-7014,A3
1851-8044,A3
2532-6724,B3
1405-2253,A2
1390-1230,A2
1130-2887,A1
0002-7294,A1
1945-7782,A1
1945-7669,A1
0002-8444,B1
1533-3175,A3
1557-4555,B1
0002-9114,A2
1059-0889,A4
0002-9122,A2
2156-6976,A3
2160-200X,A3
1175-3277,A2
1175-0561,A1
2160-0562,B2
1938-3207,A1
0277-3732,A3
0002-9173,A2
1066-2316,A2
1062-3264,A1
0894-8275,A4
0195-6744,A1
2474-9265,B3
1941-7020,B2
2320-0936,B4
2320-0847,B4
0002-9262,A1
2231-0606,B4
1932-5037,A3
0890-1171,A3
1096-8652,A2
0361-8609,A2
1049-9091,A4
1042-0533,A1
0002-9297,A1
0895-7061,A3
1941-7225,A3
0271-3586,A3
0196-6553,A3
2398-7723,B4
0272-6386,A1
1559-8276,B1
2162-8424,B3
0002-9327,A1
1552-4833,B1
1552-4841,A2
1062-8606,A4
1557-9883,A3
0250-8095,A2
0195-6108,A1
1097-6868,A1
0002-9378,A1
2160-8849,B2
0002-9394,A1
2451-9936,B3
0889-5406,A3
0196-0709,A4
0735-1631,A3
0002-9459,A3
0002-9483,A2
0894-9115,A3
1537-7385,A3
0002-9505,B1
0363-6143,A2
0363-6135,A1
1040-0605,A1
1522-1490,A2
1931-857X,A1
0363-6127,A1
0193-1849,A1
0193-1857,A2
0092-5853,A1
1099-209X,A3
0749-3797,A1
0275-2565,A1
1548-7776,B1
0090-0036,A1
1600-0897,A2
1046-7408,A2
1073-449X,A1
1044-1549,A1
1945-8924,A3
1546-3141,A2
0361-803X,A2
0002-9602,A1
1058-0360,A1
0363-5465,A1
2525-314X,B3
1943-8141,A2
1600-6135,A1
1476-1645,A3
0002-9645,A3
0740-2783,B3
0002-9920,B2
0003-0082,A1
2313-4410,A3
2313-4402,A3
1841-964X,B3
2174-0178,B1
2107-0806,B2
1506-8900,B1
1438-2199,A2
0719-997X,B3
1083-446X,A4
2640-4141,B4
1350-6129,A2
2167-8421,A2
0212-9728,A2
1075-9964,A3
0003-2409,A1
1642-5758,A4
1692-2522,A3
1518-6539,B4
0365-0596,B2
0001-3765,A2
1980-0258,B4
1982-5323,B1
0874-9671,A4
2317-0239,B1
0303-7762,B4
2236-0220,B3
0101-4714,A2
0373-9260,B4
1948-206X,A1
2448-0096,B1
2027-7458,A3
0185-1225,A1
1138-3399,A4
1697-7904,A4
0214-6452,B1
2301-1505,A4
1025-5583,B4
0210-4547,B2
1695-4033,B2
0328-9796,B4
0211-2337,B3
0102-9924,A3
2525-457X,B3
2183-9565,B3
0870-8231,A2
0003-2573,A1
2386-8066,A4
1696-3466,B3
0121-4705,A1
0925-1030,B1
1678-3468,B4
0003-2638,A4
0133-3852,B1
0003-2654,A1
1873-4324,A1
0003-2670,A1
1414-3004,A2
2316-5197,B2
1618-2650,A2
1618-2642,A2
0884-6812,B2
0003-2697,A3
0003-2700,A1
2214-1812,B1
0003-2719,B1
1759-9660,A2
0910-6340,B1
2357-8602,B1
2446-8088,A3
1129-8219,B4
2156-6909,A3
2547-9652,B4
0340-2096,A4
1935-9772,A1
0740-2007,A2
2359-375X,B1
1870-0063,B2
0718-7092,A3
1439-0272,A3
0303-4569,A3
2047-2919,A1
2090-1267,A4
0003-2999,A2
0003-3006,B1
0003-3022,A1
1521-3773,A1
0044-8249,A1
0969-6970,A1
0003-3197,A3
1984-7947,B4
0101-191X,B4
2530-9986,B3
2183-1750,A3
2526-1940,B4
2175-7119,B4
1751-7311,A1
0003-3472,A1
1578-665X,A4
1570-7555,A4
1049-5398,B1
1532-2378,B1
1435-9448,A1
1469-1795,A2
1367-9430,A2
1873-2216,A1
0268-9146,A1
2405-6545,A3
1836-5787,A2
1806-9614,A4
1984-3143,A4
0378-4320,A2
1344-3941,A2
2377-7478,A2
0962-7286,A2
2076-2615,A3
1677-907X,A3
2444-5703,B1
0003-3804,A2
1239-629X,A2
0003-3847,B1
0151-9638,B3
1777-5884,B3
0294-1449,A1
0037-9271,B2
1370-4788,B1
0246-0203,A2
0003-4088,B1
0373-0956,A2
2308-5835,A2
0003-4266,B2
0003-4347,A4
2526-0782,B4
1879-7261,B4
1432-0576,A3
1424-0637,A2
1259-1734,B1
2195-4755,A4
0012-9593,A1
0003-4541,A4
0003-455X,A4
0391-173X,A1
2384-8553,B3
0430-3202,B2
0373-3114,A2
1221-4639,B3
1512-1887,B3
1898-2263,B3
1081-1206,A3
0940-9602,A4
2300-8733,A3
0003-4746,A2
0090-6964,A1
0305-7364,A1
0971-9784,B3
2304-1021,A3
2328-9503,A1
0004-5632,B1
1476-0711,A2
1040-1237,B2
2287-9714,B2
0218-0006,B1
2198-5812,A3
1013-9087,A4
1092-9134,A3
0196-0644,A3
1047-2797,A2
1544-1709,A1
1614-2446,A3
2010-4960,A4
1844-8135,A3
1286-4560,A2
2008-8752,B2
1744-859X,A4
1593-5213,B2
0260-3055,A2
0232-704X,A2
2214-9996,A1
0939-5555,A4
1665-2681,B2
0301-4460,A3
0003-4800,B2
2110-5820,A1
0003-4819,A1
2234-3806,B1
2159-6816,A1
0003-486X,A1
1012-2443,A3
2231-0746,B1
0785-3890,A1
2049-0801,A4
1590-4261,A4
0364-5134,A1
0972-7531,B2
1082-720X,B1
0306-4549,A2
0914-7187,A4
0250-6807,A2
2052-4374,B1
1569-8041,A1
0254-5330,A3
2224-5820,A1
2299-0631,A2
0974-2069,B3
2373-9312,A1
1440-1754,B1
1877-0657,A1
0003-4916,A2
0148-7043,A3
0091-1798,A1
1467-8292,B1
0168-0072,A1
1468-2060,A1
0090-5364,A1
0003-4932,A1
1068-9265,A1
2288-6575,B1
1958-9395,A4
2469-4460,A1
2469-4452,A1
2325-6621,A2
0013-8746,A3
0026-6493,A2
0077-8923,A1
0003-4967,A1
0035-8843,B1
1582-5949,A3
1425-9524,B2
0890-5096,A4
1146-7363,B4
2347-565X,B2
2165-8110,A1
0066-4146,A1
1543-592X,A1
0066-4170,A1
0066-4286,A1
1543-5008,A1
1883-9452,B4
0003-5157,B3
0104-236X,A2
0954-1020,A4
1984-4921,A4
2317-0824,B3
2076-2704,B3
0254-9212,A2
2526-3781,B4
0702-8997,A3
1364-8470,A3
1609-9168,B1
0268-540X,A4
0892-7936,A1
2079-6382,A1
2073-4468,A3
1871-5206,A4
0959-4973,A4
0250-7005,B1
2211-3533,B3
2314-3908,A4
1098-6596,A1
2047-2994,A1
1523-0864,A1
1900-5407,B1
1467-8330,A1
0066-4812,A1
0003-598X,A1
1984-3356,A1
0003-603X,A2
0166-3542,A1
1359-6535,A4
0003-6072,B1
2183-1386,B3
1414-7378,A2
2281-4043,A3
1390-4256,B2
0870-0990,B1
0873-819X,A4
1695-9752,A1
2239-625X,A4
2014-1416,A1
0102-4302,A2
2357-738X,A2
1980-9484,B4
2318-163X,B3
1852-5784,B3
0120-2456,A1
1852-8554,B1
1510-4974,B2
0210-5810,A1
0377-7316,B1
0518-0872,B4
0122-2066,B4
1317-0953,B2
2448-8224,B1
2175-7917,A4
0066-5126,B3
1666-6836,A4
0101-9759,B2
2339-4889,B4
1856-9536,A2
1138-4824,B3
0326-9671,A2
1133-2743,B4
2392-0343,B4
1870-4654,A2
2525-4669,B4
2393-6924,B4
2564-8837,A2
1445-1433,B1
2041-2851,A1
2526-592X,B3
0001-2092,B1
0268-7038,A1
0044-8435,A1
2166-532X,A1
0903-4641,A3
2522-7971,B4
1360-8185,A1
2321-1407,B4
1696-7348,A2
0195-6663,A1
1005-1031,B3
0003-6811,A4
1452-8630,A3
2168-0450,A4
0862-7940,B2
0003-682X,A2
2196-4351,B1
1098-5336,A1
1687-7667,A3
0168-1591,A2
0883-9514,B2
0273-2289,A3
2468-0842,B1
0926-860X,A1
0926-3373,A1
0169-1317,A1
1869-0327,B2
0888-4080,A2
0929-189X,A3
1054-4887,B1
2210-8327,B1
2572-6846,B3
1589-1623,B1
1466-4291,A2
1466-4283,A1
2332-7294,B3
1350-4851,A2
0306-2619,A1
0883-8542,A4
0003-6862,A4
0003-6870,A1
2374-2429,B4
0883-2927,A2
0143-6228,A1
1866-9298,A1
1175-5652,A2
1179-1896,A2
1541-2016,A3
0924-669X,A3
1868-6311,A3
0937-9347,B2
2352-9407,A1
1350-486X,B1
0307-904X,A1
1935-0090,B4
0095-4616,A4
0096-3003,A4
0253-4827,A2
0893-9659,A2
0175-7598,A2
2190-5509,A4
2364-8228,B4
2327-9095,A2
2162-2973,A2
0168-9274,B1
0897-1897,A1
0141-1187,A2
1570-5838,A1
1559-128X,A2
0268-2605,A2
0721-7250,A4
0003-6951,A1
1077-3118,A1
0947-8396,A4
0946-2171,A3
1715-5320,A3
0142-7164,A2
1090-0586,A4
0969-8043,A2
1871-2584,A2
1430-6395,B1
2076-3417,A4
1568-4946,A1
0929-1393,A1
1874-463X,B3
0003-7028,A3
0570-4928,A1
0035-9254,A2
1526-4025,A4
1524-1904,A4
0169-4332,A1
1359-4311,A1
2448-3524,B2
1402-2001,A2
1678-7846,B3
2359-246X,B3
2256-5779,A4
0252-1865,B3
1577-4015,A4
1886-6581,B2
0144-8609,A2
0044-8486,A1
1873-5622,A1
1869-7534,A2
0967-6120,A3
1365-2095,A1
2352-5134,A2
1365-2109,A2
0304-3770,A2
1099-0755,A1
1573-5125,A3
1386-2588,A3
0165-0424,B3
1818-5487,A1
0990-7440,B2
0167-5427,B1
0948-3055,A3
1015-1621,A1
0166-445X,A1
1657-5997,B1
0003-7362,B4
1687-1979,B2
2193-567X,B1
1878-5352,A2
1866-7538,A4
1866-7511,A4
2358-2472,B3
2421-2091,B4
1575-6823,A2
2340-2199,A2
0210-1963,A1
1988-303X,A1
0003-7982,A4
2179-4960,A2
2318-6186,B2
2418-3547,A4
1745-2007,A1
1886-4805,A3
1429-7507,B3
0003-889X,A4
0365-6233,A3
0003-892X,A4
0003-9136,A4
1869-0963,B3
0003-9438,A3
0003-9519,A1
0003-9527,A1
0939-1533,A3
1450-9520,B4
0929-693X,B2
0335-5985,A3
1432-072X,B2
0137-5075,A4
2300-262X,A4
0365-0340,A2
1745-039X,A1
0003-9861,A2
0354-4664,B1
1643-8698,A3
2054-7404,B2
1644-9665,A1
2146-8133,B3
2345-2641,B1
0887-6177,A2
1806-938X,B4
1134-3060,A1
0340-3696,A2
0003-9888,A1
1359-2998,A1
2359-4292,B2
1933-8244,A4
0090-4341,A3
0167-4943,A1
1432-0711,A3
0932-0067,A3
2317-3009,B3
0739-4462,A3
1029-2977,A2
1897-2764,B2
0188-4409,A3
1734-1922,A1
1896-9151,A1
0302-8933,B2
2322-5769,B4
1879-1506,A1
0936-8051,A3
1862-3522,A2
0003-9985,A1
0003-9993,A1
1381-3455,B2
2234-6163,B3
0883-9417,A3
2083-828X,B2
2049-3258,A3
0004-0002,A1
0340-5761,A1
1432-0738,A1
1517-784X,B2
0304-8608,B1
1434-1816,A1
1124-3562,B2
0004-0304,B2
1973-3461,B4
1068-2341,A1
1668-3501,B2
0300-2896,A4
1405-9940,B2
0214-6606,B4
1698-9465,B3
0212-8799,B2
0301-732X,B2
0004-0592,B2
0004-0614,B3
0004-0622,B3
1022-1301,B4
0004-069X,A4
1994-6961,A3
1984-5596,B4
2379-2957,B4
1645-6947,B3
2317-8442,A3
1984-7505,A3
2443-4566,B2
2317-3882,A4
1565-8961,A2
0920-427X,A1
1519-0854,B3
1806-3616,B3
0187-5795,B4
1806-5627,B4
2448-2803,B2
2527-2551,B4
1984-4247,A4
1677-809X,A3
1583-2767,B4
2069-573X,B4
2359-6880,A3
2176-9575,A1
1688-6658,B4
1638-5713,B4
2174-856X,B1
0004-2080,A3
1551-7004,B2
1359-1355,A3
1984-5766,B2
1989-4104,A4
1981-2477,A4
1853-2365,A4
2250-4206,A4
1579-4431,B3
0719-6466,A1
1808-5741,A4
1809-6298,A2
0102-0935,B1
2317-918X,B2
1982-3053,B2
0066-782X,B1
0004-2749,B1
0100-8692,A2
0004-2773,A4
2318-3691,B4
0374-5686,B1
1982-1131,B4
1415-8167,B4
0004-2803,B1
0004-282X,B2
2318-5422,B4
0365-5865,B4
1980-959X,B3
2178-1990,B4
1809-4872,A4
2316-6169,B1
2178-0447,A1
1678-5320,A1
0381-7032,B4
1855-3966,B1
0102-6380,B4
2175-0106,B4
2178-244X,A4
0001-2343,A4
2357-9978,A3
2358-0437,A2
1516-8603,A3
1516-1692,B1
2448-3338,B1
1131-5598,A4
2530-4119,B3
1984-3852,B4
2526-7892,A4
1809-8274,A4
2115-6395,B1
2446-5356,B4
2449-6170,B3
1079-5642,A1
1872-9312,B1
2462-5035,B3
2326-5205,A1
2151-4658,A2
1478-6362,A2
2155-9856,B4
1467-8039,A2
1863-7221,A2
1872-8847,A2
0749-8063,A1
2212-6287,B2
0391-9064,B2
2525-8303,B1
2169-141X,A4
0004-3702,A1
0924-8463,A1
0933-3657,A2
0269-2821,A1
0160-564X,A2
2422-118X,B4
2162-2574,B1
1474-0222,A1
1063-2913,A2
1415-7950,B1
0210-4466,A1
1809-709X,B2
1743-7555,B2
2542-3940,B3
2205-6181,B3
1355-5855,A3
1793-9453,B3
2424-9033,B4
1008-682X,A1
2398-4295,B2
2047-2528,B2
0970-7077,B3
1561-8625,A4
0972-3005,B4
2193-5815,A3
2455-3891,B1
1818-0876,A1
1876-2018,B3
2008-000X,A4
2214-3882,B2
1513-7368,B2
2221-1691,A4
2222-1808,B2
1995-7645,A1
1943-0779,B1
1011-2367,A2
1757-4323,A4
2238-3069,B4
1540-658X,B1
1517-7432,B4
1073-1911,A2
1519-8456,B4
1863-8171,A3
1531-1074,A2
1699-7549,B3
0004-6337,B1
1432-0746,A2
2213-1337,A3
0927-6505,A4
0004-640X,A4
0921-7134,A3
2594-8407,B4
1982-1956,A2
2344-5610,B1
2316-1833,B3
1578-8946,A3
2241-794X,B4
2241-8385,B2
2241-8148,B4
0021-9150,A1
1567-5688,A2
0261-1929,B1
2174-3835,B3
2183-4326,B3
1061-3315,B2
2468-6719,B4
0187-6236,B1
2073-4433,A4
2160-0422,B4
1680-7324,A1
1680-7316,A1
1352-2310,A1
1867-8548,A3
1309-1042,A3
0169-8095,A1
1530-261X,B1
0077-5630,B4
0195-5373,B2
1044-5110,B1
1809-0354,A4
2237-826X,B1
1461-6734,A2
1943-3921,A1
2237-115X,A4
1676-3742,A4
2526-8031,B2
1431-5254,B4
2317-6431,B3
1420-3030,A2
2318-9428,A4
0004-7856,B4
2316-3852,B3
0214-3402,B1
1131-995X,B4
2014-4725,B4
2347-0135,B1
0385-8146,A4
1982-6672,B2
1982-8004,B3
1514-0121,A3
1442-9993,A3
2052-1758,A3
0719-8000,B4
2238-6262,A4
1449-5554,A1
0004-8402,A2
1440-6381,B1
1441-3582,A3
2207-7472,B2
1833-928X,B2
0815-3191,A4
1448-6032,A4
1039-8562,B1
1369-1473,A3
1835-2561,A2
0814-723X,A3
0004-8674,A1
1326-0200,A3
1036-7314,A1
0045-0421,A2
1329-1947,A4
1747-4477,A4
1447-4328,B1
1364-985X,A2
0067-1924,A4
0004-9425,B1
1835-2693,B1
0045-0618,B2
1322-7130,A1
1448-7527,A4
0045-0766,A2
0587-3908,A3
1030-1887,A4
1026-597X,B2
1362-3613,A1
2151-7290,A1
0719-8213,B4
2090-0422,A4
0891-6934,A4
1568-9972,A1
0928-8910,A3
0005-1098,A1
0926-5805,A1
1566-0702,A3
1387-2532,A3
0929-5593,A2
1573-7527,A2
1554-8627,A1
1515-2413,B4
1851-1694,B4
2175-3431,A1
1414-4077,A1
2422-6580,A2
0121-4500,B1
2346-0261,B1
1794-4724,A2
2145-4515,A2
0005-2086,A3
0307-9457,A1
2179-703X,B2
2228-7949,A1
1122-1151,A3
2151-2515,B3
1134-2277,A3
2446-6085,B3
2446-8592,B3
2238-5754,B3
1853-9580,A4
1982-0518,B4
1521-690X,A1
1521-6918,A1
1576-3935,A3
2176-4573,A1
1107-0625,B1
1807-7692,A2
0104-6578,A4
2168-023X,B1
1984-8196,A2
1742-7835,A3
1439-1791,A2
2255-1476,B4
2051-4190,A2
0300-8428,A1
0950-091X,A1
2225-529X,B1
1807-734X,A2
1981-5514,B4
0005-772X,B4
1053-8348,B2
1064-9506,A4
0001-8244,A3
1554-3528,A1
1045-2249,A1
